New Test Case
21:31:26,10.86
21:31:26,10.79
21:31:26,10.79
21:31:26,10.80
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.80
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.80
21:31:26,10.79
21:31:26,10.79
21:31:26,10.78
21:31:26,10.80
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.80
21:31:26,10.78
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.80
21:31:26,10.80
21:31:26,10.80
21:31:26,10.79
21:31:26,10.79
21:31:26,10.80
21:31:26,10.79
21:31:26,10.79
21:31:26,10.78
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.81
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:26,10.79
21:31:27,10.79
21:31:27,10.80
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.80
21:31:27,10.79
21:31:27,10.80
21:31:27,10.79
21:31:27,10.79
21:31:27,10.80
21:31:27,10.79
21:31:27,10.81
21:31:27,10.79
21:31:27,10.80
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.80
21:31:27,10.79
21:31:27,10.79
21:31:27,10.80
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.80
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.80
21:31:27,10.79
21:31:27,10.79
21:31:27,10.80
21:31:27,10.80
21:31:27,10.80
21:31:27,10.80
21:31:27,10.79
21:31:27,10.78
21:31:27,10.79
21:31:27,10.80
21:31:27,10.79
21:31:27,10.80
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.79
21:31:27,10.80
21:31:27,10.78
21:31:27,10.78
21:31:27,10.80
21:31:27,10.79
21:31:27,10.79
21:31:27,10.78
21:31:27,10.79
21:31:27,10.80
21:31:27,10.80
